employee_id,fullname,nik_baru,company_id,area_id,position_id,department_id,division_id,directorate_id,grade_id,education_id,major_id,years_of_service_months,nip
EMP100662,Utami Pratama,,4,4,1,3,5,3,1,2,2,67,461079
EMP100663,Rifqi Jatmiko Indrawan,,2,2,3,5,3,2,1,4,3,55,654291
EMP100664,Zaki Rachman Putra,,4,3,5,2,4,1,1,2,6,19,577970
EMP100665,Rendra Ridwan,,3,2,5,2,2,3,3,3,3,42,418258
EMP100666,Evi Sinaga,,3,2,6,1,1,3,1,2,1,36,272544
EMP100667,Rifqi Handayani,,4,2,5,6,1,1,3,1,2,109,921140
EMP100668,Luthfi Yudhistira Rohman,,1,1,2,1,4,2,3,1,6,20,255953
EMP100669,Adi Suharto,,3,1,4,3,1,2,1,2,2,79,916342
EMP100670,Rama Tamba,,2,1,3,4,3,3,2,4,6,70,263555
EMP100671,Fajar Baskara Rohman,,1,1,2,2,4,2,3,2,2,82,353393
EMP100672,Rani Ridwan,,3,1,4,3,3,2,3,2,6,76,660871
EMP100673,Citra Siregar,,2,2,4,2,4,3,1,1,4,18,621920
EMP100674,Valdo Handayani,,2,3,6,5,5,1,2,4,6,31,643626
EMP100675,Fajar Permadi,,2,3,4,3,3,3,2,4,6,63,732697
EMP100676,Rifqi Simanjuntak,,3,3,3,5,1,2,2,3,2,54,471025
EMP100677,Rani Halim Saputra,,3,3,1,3,1,1,1,4,5,13,199272
EMP100678,Julia Jatmiko Nugroho,,2,1,2,4,5,1,2,3,3,80,822401
EMP100679,Gita Sinaga,,3,4,4,2,3,1,2,2,3,39,507462
EMP100680,Nugroho Ramadhan,,4,3,1,5,3,1,1,2,5,47,877201
EMP100681,Kurnia Simanjuntak,,1,4,4,6,3,2,3,1,3,28,734848
EMP100682,Tania Zulfikar,,1,4,3,3,2,1,2,1,3,39,293915
EMP100683,Rani Qolbi Nugroho,,1,4,2,6,2,2,2,3,2,50,638316
EMP100684,Dian Rahmawati,,2,4,6,4,3,1,1,3,5,125,552672
EMP100685,Budi Wijaya Wijaya,,2,3,6,4,2,1,1,2,4,73,957704
EMP100686,Satya Utami,,2,3,3,6,2,2,1,2,6,56,518513
EMP100687,Gita Erlangga Herlambang,,2,2,2,5,4,3,1,2,4,36,249746
EMP100688,Adit Iqbal Kurniawan,,3,4,4,1,2,2,3,1,3,40,441262
EMP100689,Evi Zulfikar,,4,3,4,1,1,2,1,2,1,10,465532
EMP100690,Dian Tri Zulfikar,,1,2,5,5,3,3,1,3,2,93,954330
EMP100691,Dian Utama Hasibuan,,2,2,6,4,4,3,2,2,3,38,760968
EMP100692,Lestari Halim Purnama,,3,2,1,5,4,3,2,2,6,35,675109
EMP100693,Hadi Pramudita Zulfikar,,3,3,3,2,3,2,2,2,2,39,702997
EMP100694,Julia Hartanto,,3,1,1,5,4,2,2,3,2,48,655096
EMP100695,Joko Erlangga Subekti,,2,4,2,6,5,1,1,1,2,4,141046
EMP100696,Adi Halim Ananda,,1,4,1,4,5,3,3,3,3,80,996098
EMP100697,Teguh Zulfikar Siregar,,2,3,4,1,4,3,3,3,5,61,352728
EMP100698,Hadi Permadi,,2,4,4,1,5,2,1,1,2,18,368125
EMP100699,Kartika Rachman Suharto,,4,4,3,6,4,2,2,3,2,15,844275
EMP100700,Nugroho Ananda,,1,1,6,1,2,2,1,2,1,51,993097
EMP100701,Rani Fadillah Kusuma,,1,3,2,2,1,2,3,3,5,86,224104
EMP100702,Kurnia Utami,,2,3,1,2,5,2,2,4,5,76,693362
EMP100703,Dian Simanjuntak,,1,1,5,3,3,1,3,1,4,30,814302
EMP100704,Kartika Halim Wijaya,,2,2,3,3,2,2,3,1,2,44,707120
EMP100705,Gita Halim,,3,2,2,5,5,3,2,3,2,31,296748
EMP100706,Eko Jatmiko Mahendra,,4,2,6,1,1,1,2,1,3,76,657209
EMP100707,Adit Fauziah,,4,1,6,6,1,1,3,2,2,86,967234
EMP100708,Dian Hidayat,,4,4,4,5,3,3,3,1,5,85,736986
EMP100709,Citra Pramudita Ginting,,2,4,3,1,3,1,2,1,5,33,665076
EMP100710,Adi Wijaya,,1,3,5,1,5,3,1,4,1,43,624872
EMP100711,Wulan Lestari,,2,3,6,1,4,3,1,1,6,13,717974
EMP100712,Dinda Tamba,,3,1,2,4,2,1,2,4,6,84,982174
EMP100713,Iman Indrawan,,1,4,5,2,4,1,1,2,6,51,346078
EMP100714,Anisa Fadillah Mahendra,,1,2,6,2,5,2,2,1,5,35,498187
EMP100715,Novi Yudhistira Herlambang,,2,3,4,3,5,2,1,3,4,37,410178
EMP100716,Rizka Iqbal Firmansyah,,3,1,2,4,4,1,3,1,2,30,947891
EMP100717,Nabila Utama Ananda,,4,4,1,6,5,3,2,3,3,28,144294
EMP100718,Ayunda Mahardika Utami,,3,1,6,5,3,2,1,4,3,72,466766
EMP100719,Dimas Gunawan,,4,3,5,4,5,1,3,4,5,10,579299
EMP100720,Bayu Lukman,,2,1,4,5,1,2,3,1,2,44,688968
EMP100721,Nadia Rachman Maulana,,1,4,1,4,1,1,3,1,2,54,369106
EMP100722,Nadia Zulfikar,,3,1,6,5,3,3,1,1,4,68,906870
EMP100723,Ayu Aji Permadi,,4,2,5,1,1,3,2,1,2,35,601705
EMP100724,Iman Fadillah Pratama,,3,1,6,6,4,3,1,4,1,26,562248
EMP100725,Evi Baskara Suharto,,3,4,6,4,2,3,3,3,1,46,891924
EMP100726,Fajar Pradana,,2,2,3,1,3,1,2,1,1,76,756675
EMP100727,Sari Utama Hidayat,,2,4,3,1,2,3,2,4,6,41,408415
EMP100728,Rani Pradana,,4,1,4,1,3,1,2,4,1,75,909546
EMP100729,Ayunda Zulfikar,,2,2,3,2,3,1,2,3,2,102,119515
EMP100730,Iman Yudhistira Gunawan,,4,3,6,6,1,1,3,1,2,54,364991
EMP100731,Adi Maulana,,1,3,5,1,2,1,1,3,5,7,507025
EMP100732,Ayunda Setiawan,,3,2,5,6,1,2,2,1,6,68,468868
EMP100733,Utami Purnama,,4,4,6,3,2,1,1,3,5,46,310018
EMP100734,Dimas Utami,,4,3,3,3,3,2,2,1,5,14,618258
EMP100735,Oka Suharto,,4,1,5,2,3,1,2,4,5,87,542553
EMP100736,Oktavia Situmorang,,3,2,6,6,4,2,2,2,2,17,895851
EMP100737,Dwi Mahardika Lukman,,4,4,2,4,2,3,1,1,2,18,994469
EMP100738,Ahmad Halim,,3,4,6,3,1,1,1,4,4,48,431087
EMP100739,Prasetyo Halim Wijaya,,4,2,4,6,5,1,1,3,3,32,485042
EMP100740,Cahyo Herlambang,,4,4,4,2,4,1,1,2,1,91,437384
EMP100741,Zaki Pratomo,,3,3,3,3,3,2,1,3,6,37,303814
EMP100742,Adi Dharma Rohman,,1,2,2,6,2,1,1,3,3,67,629703
EMP100743,Nabila Wijaya,,3,3,1,6,4,2,2,4,2,16,323880
EMP100744,Zaki Situmorang,,1,4,5,1,2,3,3,2,6,58,563399
EMP100745,Mahendra Utama Hartanto,,1,2,6,6,5,2,1,2,2,40,124854
EMP100746,Rizka Mahardika Indrawan,,4,3,1,6,5,2,1,2,3,55,504260
EMP100747,Tania Pratama,,3,3,6,2,2,1,1,4,6,41,601549
EMP100748,Nurlita Utami,,1,4,3,4,1,2,1,1,2,92,569358
EMP100749,Ayunda Indrawan,,2,1,1,2,1,3,1,3,6,62,175671
EMP100750,Joko Qolbi Hasibuan,,3,4,2,6,2,2,3,2,2,36,417724
EMP100751,Hana Indrawan,,1,1,3,2,5,2,3,3,6,36,449367
EMP100752,Intan Salsabila,,3,2,1,6,4,2,2,3,4,28,513523
EMP100753,Luthfi Fadillah Fauziah,,1,3,1,6,3,1,2,1,3,25,533963
EMP100754,Dian Iqbal Permadi,,4,1,5,3,2,1,2,4,4,91,468328
EMP100755,Iman Utami,,2,2,1,3,4,2,2,2,5,127,242416
EMP100756,Ari Herlambang,,2,3,3,1,2,1,2,1,4,68,988312
EMP100757,Prasetyo Rohman,,4,1,4,1,3,1,3,4,2,71,753757
EMP100758,Dwi Adi Maulana,,3,3,3,5,3,2,3,4,4,73,397584
EMP100759,Rendra Nabila Maulida,,1,1,6,5,2,2,2,1,4,42,387493
EMP100760,Cahyo Tri Herlambang,,1,3,2,5,5,3,2,1,6,62,287273
EMP100761,Maya Situmorang,,2,2,3,6,5,1,2,2,3,57,471450
EMP100762,Valdo Kusuma Tamba,,2,1,6,1,1,1,2,3,1,41,591148
EMP100763,Budi Pamungkas,,1,3,1,1,2,2,1,1,4,40,438980
EMP100764,Nugroho Pradana,,4,1,5,6,1,1,1,4,1,19,108908
EMP100765,Utami Hidayat,,1,1,1,1,4,1,2,1,5,80,140307
EMP100766,Zaki Adi Utami,,3,4,2,6,5,2,1,4,5,12,757908
EMP100767,Zahra Hasibuan,,1,3,6,5,3,2,1,2,5,47,460906
EMP100768,Nurlita Fadillah Kusuma,,3,2,5,6,1,1,2,3,4,79,934059
EMP100769,Ari Halim,,2,1,6,1,5,3,3,2,5,24,756507
EMP100770,Arif Qolbi Saputra,,1,3,2,1,1,3,3,1,4,59,948555
EMP100771,Rani Aji Herlambang,,1,2,5,4,5,2,3,2,4,68,583706
EMP100772,Ayunda Subekti,,3,4,4,6,3,2,2,1,1,26,761115
EMP100773,Ayu Hidayat,,3,4,3,2,3,2,3,3,3,21,596588
EMP100774,Maya Sinaga,,3,3,1,5,5,3,3,1,4,41,138097
EMP100775,Kartika Anggara,,4,3,3,5,1,2,1,3,3,61,828890
EMP100776,Yuni Gunawan,,2,1,2,6,1,2,2,4,3,62,274662
EMP100777,Ahmad Fadillah Pratama,,1,3,3,1,3,2,2,3,5,87,659628
EMP100778,Arif Qolbi Suharto,,3,4,5,3,5,2,1,1,6,77,325400
EMP100779,Ari Dharma Utami,,1,3,2,3,4,2,3,1,6,79,434694
EMP100780,Luthfi Pamungkas,,3,2,5,3,2,2,3,2,5,12,669187
EMP100781,Bayu Yulianto,,2,4,2,2,3,2,2,3,6,76,397917
EMP100782,Adit Utama Siregar,,4,1,1,4,3,1,3,4,6,113,977063
EMP100783,Kartika Wijaya Permadi,,1,3,2,5,4,1,3,3,2,86,451608
EMP100784,Rendra Yulianto,,4,1,3,1,5,1,3,4,2,37,374213
EMP100785,Umar Fadillah Handayani,,1,2,2,3,5,3,2,4,4,63,252368
EMP100786,Nadia Baskara Halim,,3,4,5,3,5,3,3,2,3,62,164008
EMP100787,Iman Lestari Tamba,,3,4,3,5,5,1,1,1,6,107,257912
EMP100788,Bayu Kusuma Hidayat,,2,2,1,1,1,1,2,4,2,97,790848
EMP100789,Oka Halim Setiawan,,3,3,4,3,5,2,3,1,3,72,683608
EMP100790,Joko Tri Lestari,,4,1,1,6,4,3,3,4,5,78,819024
EMP100791,Rizki Saputra,,3,3,2,5,4,2,1,4,2,55,271921
EMP100792,Budi Yudhistira Pratama,,2,1,4,1,1,1,1,4,3,15,264181
EMP100793,Zahra Rohman,,3,1,4,6,3,1,1,1,6,89,251478
EMP100794,Wulan Kusuma Mahendra,,3,4,1,2,1,1,3,4,5,56,685446
EMP100795,Nugroho Nugroho,,4,4,3,3,3,2,2,3,3,37,532943
EMP100796,Adi Ridwan,,4,4,6,1,5,2,3,3,1,31,899205
EMP100797,Rani Maulida,,1,4,5,6,2,3,3,1,2,67,366951
EMP100798,Valdo Rachman Wibowo,,2,4,6,5,5,3,2,3,5,55,730135
EMP100799,Fitri Ganesha Yulianto,,1,4,5,3,3,1,2,4,2,72,891424
EMP100800,Intan Wibowo,,3,2,6,5,5,2,2,3,4,19,249320
EMP100801,Umar Ridwan,,3,3,4,5,1,2,3,3,1,41,542243
EMP100802,Dimas Kusuma Indrawan,,3,1,1,3,1,2,3,3,4,82,654387
EMP100803,Maya Kusuma Putra,,3,2,5,6,2,3,2,4,1,97,443934
EMP100804,Luthfi Hidayat,,3,2,5,4,5,2,3,1,3,40,248479
EMP100805,Oktavia Pratama,,4,4,5,3,5,2,2,1,6,33,216219
EMP100806,Dwi Kurniawan,,4,1,5,2,1,1,1,3,1,2,514696
EMP100807,Cahyo Pradana,,3,3,1,4,3,3,2,1,6,36,477470
EMP100808,Mahendra Firmansyah,,2,3,4,3,3,2,2,1,2,114,231145
EMP100809,Dian Nugroho,,2,3,5,3,4,2,2,3,1,69,902891
EMP100810,Mahendra Tri Permadi,,1,3,4,4,4,3,3,2,3,65,749713
EMP100811,Tania Aji Ramadhan,,4,2,2,3,3,1,1,1,3,49,354747
EMP100812,Lestari Herlambang,,4,3,3,6,5,2,2,2,3,63,547706
EMP100813,Vania Baskara Utami,,3,4,3,2,4,3,3,3,4,26,777333
EMP100814,Vania Setiawan,,4,3,3,1,4,1,1,2,2,75,318344
EMP100815,Andi Dharma Saputra,,1,1,5,2,5,1,2,4,2,77,807035
EMP100816,Bella Aji Ginting,,2,1,1,4,4,3,2,4,5,89,143050
EMP100817,Oka Handayani,,2,1,6,6,4,2,1,4,4,37,314334
EMP100818,Fajar Qolbi Rahmawati,,2,4,5,6,1,3,1,2,3,85,975724
EMP100819,Prasetyo Kusuma Putra,,1,1,6,1,2,1,2,1,6,54,173085
EMP100820,Rizky Pratama,,2,4,6,3,3,2,2,1,1,17,139647
EMP100821,Kartika Saputra,,1,4,1,6,5,3,3,4,5,35,371346
EMP100822,Maya Lukman,,4,4,6,3,2,1,3,2,3,42,477693
EMP100823,Hana Aji Hidayat,,4,2,6,1,2,2,3,4,4,10,566077
EMP100824,Intan Suharto,,3,3,6,3,1,1,3,3,2,54,139658
EMP100825,Yuni Handayani,,1,3,6,6,3,2,1,4,1,58,521141
EMP100826,Ayu Rachman Subekti,,4,2,5,1,5,1,3,1,1,99,870402
EMP100827,Oktavia Candra Kurniawan,,1,4,2,2,2,2,2,3,2,55,652484
EMP100828,Umar Hidayat,,4,2,5,6,1,1,2,1,2,15,833986
EMP100829,Bayu Wibowo,,4,2,2,2,1,2,2,4,5,50,440734
EMP100830,Hana Herlambang,,4,4,1,5,2,1,3,4,1,13,341835
EMP100831,Dwi Iqbal Halim,,2,2,1,6,1,3,3,1,1,29,238220
EMP100832,Eko Suharto,,4,3,3,4,2,1,1,4,2,58,801927
EMP100833,Andi Wijaya,,4,2,2,5,2,2,1,4,3,18,481437
EMP100834,Nadia Rachman Pratomo,,3,3,6,5,5,3,3,3,6,16,597203
EMP100835,Nurlita Purnama,,1,1,1,5,5,2,2,4,6,52,556380
EMP100836,Luthfi Simanjuntak,,3,1,1,5,3,1,3,4,6,57,978546
EMP100837,Nadia Ananda,,1,2,1,2,3,2,3,1,4,7,403863
EMP100838,Nurlita Permadi,,4,3,1,1,3,2,2,4,2,36,482966
EMP100839,Yuni Rohman,,4,1,2,3,1,3,3,2,2,85,377570
EMP100840,Sari Halim Ramadhan,,1,1,5,4,4,3,1,1,1,77,896146
EMP100841,Zaki Syahputra,,4,2,6,2,4,2,3,3,5,58,926304
EMP100842,Umar Candra Siregar,,2,3,1,6,5,1,3,1,1,90,506253
EMP100843,Dinda Kurniawan,,2,2,2,2,2,3,1,3,2,63,155769
EMP100844,Rizka Gunawan,,4,3,3,1,4,3,3,3,2,81,955930
EMP100845,Rama Qolbi Maulana,,1,4,3,4,2,1,3,4,5,29,381768
EMP100846,Zaki Rahmawati,,4,3,6,3,2,2,1,1,6,61,278390
EMP100847,Oka Saputra Sinaga,,2,3,4,1,1,3,2,4,1,54,258801
EMP100848,Rifqi Hartanto,,4,3,1,2,1,3,3,1,3,41,757470
EMP100849,Yuni Purnama,,2,2,3,3,2,2,1,2,6,49,504839
EMP100850,Eko Mahardika Suharto,,3,1,2,4,3,1,1,2,4,57,999346
EMP100851,Ari Pratama,,2,3,2,2,2,2,2,2,4,57,283189
EMP100852,Anisa Siregar,,4,3,2,2,3,1,1,4,5,33,724119
EMP100853,Umar Zulfikar,,2,3,2,3,5,1,3,1,6,67,510862
EMP100854,Rama Putra,,3,4,4,5,1,1,2,4,1,87,868452
EMP100855,Satya Tamba,,1,2,5,2,2,1,3,4,5,13,932222
EMP100856,Ahmad Pratama,,2,3,6,5,3,3,2,4,2,77,914030
EMP100857,Ayu Aji Maulida,,1,4,4,1,5,1,1,1,6,27,738616
EMP100858,Maya Fadillah Utami,,1,1,5,6,4,2,3,1,3,63,666703
EMP100859,Vania Indrawan,,1,4,1,4,3,3,3,4,2,81,818532
EMP100860,Bella Anugrah Rohman,,4,4,1,6,3,2,2,3,1,67,450731
EMP100861,Yoga Putra,,2,4,3,6,4,2,2,2,6,44,431882
EMP100862,Ayu Saputra,,4,3,2,3,5,3,2,4,4,85,733070
EMP100863,Zaki Lestari Rohman,,2,1,2,5,1,2,1,3,5,21,408761
EMP100864,Ayu Rohman,,4,1,4,6,2,2,1,2,3,53,350422
EMP100865,Anisa Pramudita Pamungkas,,1,4,6,6,2,3,1,4,1,15,406215
EMP100866,Ayunda Rachman Utami,,1,2,4,6,2,1,1,3,5,34,481802
EMP100867,Umar Suharto,,1,4,3,3,2,2,3,4,3,74,855097
EMP100868,Ayunda Iqbal Situmorang,,3,1,2,3,1,3,1,4,6,56,600195
EMP100869,Budi Wibowo,,4,3,3,5,1,2,1,1,5,64,495005
EMP100870,Dwi Halim Subekti,,1,1,4,2,1,2,2,4,4,43,321383
EMP100871,Rizka Anggara,,3,3,2,5,3,2,1,2,5,23,833271
EMP100872,Citra Maulana,,1,1,1,6,4,1,1,2,3,38,937631
EMP100873,Teguh Wijaya,,4,3,6,4,3,3,3,4,5,14,312752
EMP100874,Putri Fadillah Sinaga,,2,2,6,4,1,2,2,4,3,59,942486
EMP100875,Teguh Zulfikar Rahmawati,,1,3,1,5,1,1,1,2,2,61,421141
EMP100876,Nugroho Lestari,,3,4,5,2,4,3,3,4,2,73,842584
EMP100877,Bella Herlambang,,4,2,4,4,5,3,2,1,3,31,383433
EMP100878,Citra Purnama,,2,3,4,1,5,1,3,4,1,26,182343
EMP100879,Evi Mahendra,,4,4,1,5,2,2,2,4,5,18,821251
EMP100880,Zahra Siregar,,2,1,2,6,3,1,2,3,5,64,245329
EMP100881,Kartika Purnama,,3,3,5,6,2,2,3,2,6,20,563394
EMP100882,Dinda Wijaya,,2,4,6,1,3,3,2,2,4,19,484278
EMP100883,Dian Lestari,,2,1,3,4,2,1,3,2,6,83,481592
EMP100884,Rizki Utama Kurniawan,,3,3,4,1,5,1,1,1,5,64,373163
EMP100885,Gita Yudhistira Mahendra,,4,3,6,3,3,3,3,1,6,59,172770
EMP100886,Galih Utami,,2,3,1,1,1,1,3,1,1,32,332102
EMP100887,Fitri Halim Firmansyah,,1,4,5,4,5,2,2,2,5,61,540329
EMP100888,Anisa Wijaya Ginting,,2,2,5,1,1,2,3,3,6,65,369024
EMP100889,Dwi Baskara Rohman,,4,1,4,5,5,1,1,3,4,74,939709
EMP100890,Valdo Anggara,,2,2,2,2,5,1,2,3,5,0,411067
EMP100891,Rendra Maulida,,4,2,1,3,5,1,2,1,6,80,291074
EMP100892,Joko Jatmiko Maulida,,3,2,5,1,1,2,3,1,4,18,205489
EMP100893,Nabila Maulida,,1,2,4,6,2,2,1,2,4,63,226709
EMP100894,Arif Aji Utami,,4,3,2,6,4,2,2,4,4,3,812456
EMP100895,Wahyu Tri Subekti,,2,4,4,6,5,2,2,3,5,43,434348
EMP100896,Rizka Setiawan,,1,3,2,5,4,2,3,2,3,51,859373
EMP100897,Galih Saputra Siregar,,3,4,5,3,4,3,3,3,1,38,856508
EMP100898,Dewi Permadi,,1,4,1,2,5,3,3,4,6,66,291967
EMP100899,Vania Handayani,,1,2,4,2,1,2,2,1,4,56,669591
EMP100900,Prasetyo Hartanto,,4,2,5,5,3,3,2,4,1,31,542670
EMP100901,Valdo Siregar,,2,2,3,2,3,3,3,2,1,50,458232
EMP100902,Eko Iqbal Mahendra,,4,4,6,5,3,2,3,4,1,29,821751
EMP100903,Budi Ridwan,,2,1,1,6,3,3,1,4,1,56,778882
EMP100904,Julia Zulfikar,,3,1,3,2,2,1,3,2,4,19,913144
EMP100905,Hadi Yudhistira Subekti,,3,3,2,1,4,1,2,1,3,49,467531
EMP100906,Oka Salsabila,,4,1,2,4,4,1,3,4,6,43,653296
EMP100907,Yuni Aji Wijaya,,4,2,6,4,4,3,1,2,3,26,140899
EMP100908,Ahmad Utama Mahendra,,3,4,2,4,1,1,1,1,1,42,135388
EMP100909,Valdo Wijaya Syahputra,,1,1,4,4,5,3,3,2,2,54,258027
EMP100910,Hadi Iqbal Pratama,,3,4,4,1,3,1,3,3,2,66,866432
EMP100911,Prasetyo Halim Syahputra,,2,2,3,3,5,1,2,4,3,11,487057
EMP100912,Mahendra Tamba,,3,1,2,5,4,1,2,1,1,37,759155
EMP100913,Wahyu Ginting,,1,1,4,3,3,1,1,4,2,28,424479
EMP100914,Fitri Firmansyah,,2,4,4,3,3,1,3,2,3,47,584729
EMP100915,Fajar Setiawan,,4,1,4,2,4,1,3,1,3,46,455423
EMP100916,Utami Ginting,,4,3,4,3,2,3,3,1,5,56,759783
EMP100917,Arif Santoso,,4,1,2,5,5,2,2,1,3,49,923641
EMP100918,Yuni Lestari,,1,3,4,1,3,3,3,3,3,72,361114
EMP100919,Vania Kusuma,,1,4,1,2,4,2,3,3,5,65,708766
EMP100920,Rifqi Tamba,,1,4,2,1,3,2,3,3,2,2,985610
EMP100921,Lestari Mahendra,,4,4,2,4,3,3,3,2,4,15,682307
EMP100922,Hana Hasibuan,,3,4,5,3,2,1,2,1,4,66,655699
EMP100923,Arif Qolbi Fauziah,,1,3,4,6,1,1,1,1,2,18,387168
EMP100924,Julia Yudhistira Lukman,,1,1,5,6,3,1,3,3,5,52,989748
EMP100925,Yuni Putra,,3,2,3,6,1,2,3,3,6,39,376915
EMP100926,Intan Candra Rahmawati,,2,2,5,1,5,3,3,3,5,78,341655
EMP100927,Maya Kusuma,,2,2,4,1,2,3,3,2,4,65,155081
EMP100928,Zaki Yudhistira Rohman,,2,4,4,1,5,3,2,1,1,34,817371
EMP100929,Anisa Mahardika Utami,,1,1,2,5,4,2,3,3,2,71,504248
EMP100930,Intan Aji Hartanto,,2,3,3,4,1,1,2,1,6,114,951577
EMP100931,Rani Wijaya,,1,1,2,4,1,2,3,1,2,39,530785
EMP100932,Ahmad Kurniawan,,4,3,3,5,1,1,2,4,2,95,744513
EMP100933,Ahmad Anggara,,3,2,3,2,1,1,3,3,6,22,306651
EMP100934,Rifqi Salsabila,,1,1,4,4,1,3,2,1,6,68,366343
EMP100935,Evi Erlangga Herlambang,,2,4,5,5,5,3,1,4,4,43,932485
EMP100936,Sari Wijaya,,4,2,6,4,4,3,3,3,3,16,952635
EMP100937,Joko Mahardika Ananda,,4,1,6,4,5,2,3,3,5,54,165495
EMP100938,Anisa Hasibuan,,3,2,3,5,3,1,3,3,5,36,283342
EMP100939,Rizka Lukman,,4,1,4,1,5,3,3,1,4,48,696192
EMP100940,Intan Mahendra,,3,4,3,1,4,2,3,1,2,12,441058
EMP100941,Joko Firmansyah,,3,3,2,4,5,2,3,2,1,61,866301
EMP100942,Citra Wijaya Sinaga,,4,3,6,5,3,1,1,1,2,34,131238
EMP100943,Rama Aji Purnama,,2,4,5,2,5,3,3,3,6,34,119711
EMP100944,Adit Utama Wijaya,,4,2,6,1,4,3,3,1,3,86,775814
EMP100945,Tania Dharma Siregar,,4,3,4,1,4,3,1,3,6,60,751060
EMP100946,Andi Tamba,,1,4,4,4,1,1,1,2,5,32,293400
EMP100947,Maya Herlambang,,2,1,2,3,4,1,3,1,5,49,163487
EMP100948,Iman Permadi,,2,3,2,4,4,1,3,2,4,56,103820
EMP100949,Joko Saputra Ramadhan,,4,2,1,2,2,2,1,3,6,14,864161
EMP100950,Budi Rohman,,4,2,4,3,4,2,2,1,2,70,739792
EMP100951,Rama Rachman Wijaya,,2,2,2,1,5,3,2,1,1,20,278658
EMP100952,Yuni Lukman,,1,1,3,3,2,2,1,4,2,20,305151
EMP100953,Hadi Anugrah Yulianto,,3,2,4,2,5,3,2,1,3,51,794999
EMP100954,Ayu Yudhistira Ridwan,,3,2,5,3,3,3,2,2,3,3,464247
EMP100955,Evi Lestari Wibowo,,1,4,4,2,5,2,2,2,1,48,857867
EMP100956,Anisa Suharto,,1,3,2,3,3,2,3,3,5,39,511921
EMP100957,Julia Zulfikar Saputra,,1,3,2,1,3,2,1,4,6,43,561156
EMP100958,Arif Wijaya Pamungkas,,4,4,1,4,1,1,2,2,2,79,325441
EMP100959,Mahendra Fadillah Ananda,,1,4,5,1,5,2,2,1,3,35,484361
EMP100960,Bayu Nabila Maulida,,4,2,4,2,1,1,1,2,5,29,688451
EMP100961,Dinda Siregar,,3,1,3,6,2,1,3,1,5,29,524821
EMP100962,Kartika Wibowo,,4,3,5,1,3,2,3,1,6,40,465320
EMP100963,Ahmad Permadi,,3,2,4,4,1,2,3,3,3,56,841211
EMP100964,Cahyo Ginting,,2,1,4,4,5,1,2,1,5,62,759272
EMP100965,Intan Dharma Suharto,,2,3,3,5,1,2,1,4,4,37,579307
EMP100966,Ayu Wijaya Hasibuan,,2,2,4,6,4,2,1,2,2,59,619858
EMP100967,Joko Lestari,,4,2,5,3,5,1,1,1,4,42,493467
EMP100968,Vania Yudhistira Wibowo,,2,4,1,3,5,1,2,3,5,30,335514
EMP100969,Nugroho Lukman,,3,1,5,5,1,2,2,2,6,53,282088
EMP100970,Zaki Candra Ramadhan,,4,2,3,6,5,1,2,4,1,26,506635
EMP100971,Lestari Ananda,,1,2,4,2,5,2,3,4,1,22,480581
EMP100972,Dian Lukman,,4,2,2,4,5,3,2,3,6,72,620442
EMP100973,Anisa Wijaya,,1,3,1,3,4,2,2,1,6,45,231132
EMP100974,Luthfi Lestari,,2,4,2,4,2,3,1,1,4,43,203287
EMP100975,Dwi Maulida,,3,2,1,6,2,1,3,4,1,75,454327
EMP100976,Budi Suharto,,1,2,3,2,5,3,2,4,1,72,489743
EMP100977,Rifqi Syahputra,,3,4,3,4,4,1,3,1,6,49,522498
EMP100978,Ari Aji Pratama,,4,1,3,5,4,3,3,2,6,8,944946
EMP100979,Anisa Mahardika Pradana,,3,4,3,5,1,2,3,4,5,87,249918
EMP100980,Evi Nabila Siregar,,1,4,6,1,3,2,2,1,3,39,634952
EMP100981,Bayu Anugrah Sinaga,,1,2,3,3,2,1,1,2,3,66,919986
EMP100982,Hana Wijaya,,3,2,5,6,5,3,3,1,1,15,209571
EMP100983,Iman Mahardika Utami,,1,4,3,1,2,3,3,1,2,67,573134
EMP100984,Wulan Zulfikar Lestari,,4,2,2,2,1,2,1,3,1,33,434006
EMP100985,Sari Halim Fauziah,,3,4,3,3,1,3,1,4,3,27,364648
EMP100986,Novi Tamba,,4,2,3,2,1,3,3,3,5,65,893147
EMP100987,Prasetyo Purnama,,2,3,1,4,1,1,3,2,2,44,105970
EMP100988,Prasetyo Zulfikar,,2,2,2,6,3,2,2,3,1,40,195840
EMP100989,Hadi Yudhistira Siregar,,4,1,5,5,2,1,1,3,2,38,213873
EMP100990,Oka Ananda,,4,3,6,4,2,3,1,1,6,59,789945
EMP100991,Lestari Lukman,,4,4,6,4,2,2,1,1,2,35,391389
EMP100992,Kurnia Tamba,,2,2,2,5,3,2,1,1,6,50,705683
EMP100993,Wulan Purnama,,1,4,2,5,5,3,3,3,3,36,997446
EMP100994,Rizka Kusuma Rahmawati,,2,1,4,2,2,1,2,3,5,80,632384
EMP100995,Anisa Ramadhan,,1,4,2,2,2,1,3,3,5,90,964845
EMP100996,Anisa Saputra,,2,1,1,2,2,1,2,1,4,56,218963
EMP100997,Dwi Setiawan,,4,3,6,6,2,1,1,1,6,88,675998
EMP100998,Citra Pratama,,1,1,1,5,2,2,2,4,4,60,311233
EMP100999,Rani Pratama,,4,3,5,1,4,3,1,3,3,7,752447
